#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
74,Tue May 03 19:04:45 EDT 2022,94,0,FunctionReturnValuesTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,20,2,true,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe , , ,CurriedMatchingDerivedSafe-(7.0/7.0) CurriedMatchingGivenSafe-(7.0/7.0) CurriedOnceInterpolatedSafe-(7.0/7.0) CurriedTwiceInterpolatedSafe-(7.0/7.0) CurryableInterpolatedSafe-(7.0/7.0) CurryableMatchingSafe-(7.0/7.0) , ,
75,Tue May 03 19:04:47 EDT 2022,94,0,FunctionReturnValuesTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,20,3,true,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe , , ,CurriedMatchingDerivedSafe-(7.0/7.0) CurriedMatchingGivenSafe-(7.0/7.0) CurriedOnceInterpolatedSafe-(7.0/7.0) CurriedTwiceInterpolatedSafe-(7.0/7.0) CurryableInterpolatedSafe-(7.0/7.0) CurryableMatchingSafe-(7.0/7.0) , ,
76,Tue May 03 19:04:55 EDT 2022,94,0,FunctionalProgrammingTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,20,4,true,GivenSafeSML InterpolatedSafeSML , , ,GivenSafeSML-(7.0/7.0) InterpolatedSafeSML-(10.0/10.0) , ,
77,Tue May 03 19:04:58 EDT 2022,94,0,FunctionalProgrammingTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,20,5,true,GivenSafeSML InterpolatedSafeSML , , ,GivenSafeSML-(7.0/7.0) InterpolatedSafeSML-(10.0/10.0) , ,
78,Tue May 03 19:05:02 EDT 2022,94,0,ListsAndRecursionTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,20,6,true,ListDerivedSafeSML , , ,ListDerivedSafeSML-(15.0/15.0) , ,
79,Tue May 03 19:05:04 EDT 2022,94,0,ListsAndRecursionTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,20,7,true,ListDerivedSafeSML , , ,ListDerivedSafeSML-(15.0/15.0) , ,
80,Tue May 03 19:05:05 EDT 2022,94,0,SMLGreetingLoadAndRun,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,20,8,false, , , ,SMLGreetingLoadAndRun-(10.0/10.0) , ,
81,Tue May 03 19:05:06 EDT 2022,94,0,SMLGreetingLoadAndRun,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,20,9,false, , , ,SMLGreetingLoadAndRun-(10.0/10.0) , ,
82,Tue May 03 19:05:08 EDT 2022,94,0,StyleTest,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,20,10,false, , ,StyleTest ,StyleTest-(0.0/40.0) , ,
83,Tue May 03 19:05:10 EDT 2022,94,0,StyleTest,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,20,11,false, , ,StyleTest ,StyleTest-(0.0/40.0) , ,
84,Wed May 04 17:37:06 EDT 2022,94,0,FunctionParametersTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,21,0,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety ,SocialDistanceSMLProvided , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
85,Wed May 04 17:37:07 EDT 2022,94,0,FunctionParametersTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,21,1,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety , , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
86,Wed May 04 17:37:09 EDT 2022,94,0,SocialDistanceFileTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,21,2,true,SocialDistanceSMLProvided , , ,SocialDistanceSMLProvided-(2.0/2.0) , ,
87,Wed May 04 17:37:10 EDT 2022,94,0,SocialDistanceFileTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,21,3,true,SocialDistanceSMLProvided , , ,SocialDistanceSMLProvided-(2.0/2.0) , ,
88,Wed May 04 17:37:24 EDT 2022,94,0,FunctionReturnValuesTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,21,4,true,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe , , ,CurriedMatchingDerivedSafe-(7.0/7.0) CurriedMatchingGivenSafe-(7.0/7.0) CurriedOnceInterpolatedSafe-(7.0/7.0) CurriedTwiceInterpolatedSafe-(7.0/7.0) CurryableInterpolatedSafe-(7.0/7.0) CurryableMatchingSafe-(7.0/7.0) , ,
89,Wed May 04 17:37:25 EDT 2022,94,0,FunctionReturnValuesTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,21,5,true,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe , , ,CurriedMatchingDerivedSafe-(7.0/7.0) CurriedMatchingGivenSafe-(7.0/7.0) CurriedOnceInterpolatedSafe-(7.0/7.0) CurriedTwiceInterpolatedSafe-(7.0/7.0) CurryableInterpolatedSafe-(7.0/7.0) CurryableMatchingSafe-(7.0/7.0) , ,
90,Wed May 04 17:37:32 EDT 2022,94,0,FunctionalProgrammingTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,21,6,true,GivenSafeSML InterpolatedSafeSML , , ,GivenSafeSML-(7.0/7.0) InterpolatedSafeSML-(10.0/10.0) , ,
91,Wed May 04 17:37:37 EDT 2022,94,0,FunctionalProgrammingTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,21,7,true,GivenSafeSML InterpolatedSafeSML , , ,GivenSafeSML-(7.0/7.0) InterpolatedSafeSML-(10.0/10.0) , ,
92,Wed May 04 17:37:41 EDT 2022,94,0,ListsAndRecursionTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,21,8,true,ListDerivedSafeSML , , ,ListDerivedSafeSML-(15.0/15.0) , ,
93,Wed May 04 17:37:42 EDT 2022,94,0,ListsAndRecursionTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,21,9,true,ListDerivedSafeSML , , ,ListDerivedSafeSML-(15.0/15.0) , ,
94,Wed May 04 17:37:44 EDT 2022,94,0,StyleTest,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,21,10,false, , ,StyleTest ,StyleTest-(0.0/40.0) , ,
95,Wed May 04 17:37:45 EDT 2022,94,0,StyleTest,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,21,11,false, , ,StyleTest ,StyleTest-(0.0/40.0) , ,
96,Wed May 04 17:37:47 EDT 2022,94,0,SMLGreetingLoadAndRun,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,21,12,false, , , ,SMLGreetingLoadAndRun-(10.0/10.0) , ,
97,Wed May 04 17:37:48 EDT 2022,94,0,SMLGreetingLoadAndRun,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,21,13,false, , , ,SMLGreetingLoadAndRun-(10.0/10.0) , ,
98,Thu May 05 07:33:33 EDT 2022,94,0,SMLGreetingLoadAndRun,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,22,0,false, , , ,SMLGreetingLoadAndRun-(10.0/10.0) , ,
99,Thu May 05 07:33:35 EDT 2022,94,0,StyleTest,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,22,1,false, ,SocialDistanceSMLProvided ,StyleTest ,StyleTest-(0.0/40.0) , ,
100,Thu May 05 07:33:39 EDT 2022,94,0,ListsAndRecursionTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,22,2,true,ListDerivedSafeSML , , ,ListDerivedSafeSML-(15.0/15.0) , ,
101,Thu May 05 07:33:45 EDT 2022,94,0,FunctionalProgrammingTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,22,3,true,GivenSafeSML InterpolatedSafeSML , , ,GivenSafeSML-(7.0/7.0) InterpolatedSafeSML-(10.0/10.0) , ,
102,Thu May 05 07:34:00 EDT 2022,94,0,FunctionReturnValuesTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,22,4,true,CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe , , ,CurriedMatchingDerivedSafe-(7.0/7.0) CurriedMatchingGivenSafe-(7.0/7.0) CurriedOnceInterpolatedSafe-(7.0/7.0) CurriedTwiceInterpolatedSafe-(7.0/7.0) CurryableInterpolatedSafe-(7.0/7.0) CurryableMatchingSafe-(7.0/7.0) , ,
103,Thu May 05 07:34:29 EDT 2022,94,0,FunctionParametersTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,22,5,true,ConcisePrintSafety ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety , , ,ConcisePrintSafety-(15.0/15.0) ListPrintSafety-(15.0/15.0) MatchingDerivedSafe-(15.0/15.0) MatchingGivenSafe-(15.0/15.0) MatchingSafe-(20.0/20.0) PrintSafety-(20.0/20.0) , ,
104,Thu May 05 07:34:32 EDT 2022,94,0,SocialDistanceFileTestSuite,ConcisePrintSafety CurriedMatchingDerivedSafe CurriedMatchingGivenSafe CurriedOnceInterpolatedSafe CurriedTwiceInterpolatedSafe CurryableInterpolatedSafe CurryableMatchingSafe GivenSafeSML InterpolatedSafeSML ListDerivedSafeSML ListPrintSafety MatchingDerivedSafe MatchingGivenSafe MatchingSafe PrintSafety SMLGreetingLoadAndRun SocialDistanceSMLProvided , ,StyleTest , ,22,6,true,SocialDistanceSMLProvided , , ,SocialDistanceSMLProvided-(2.0/2.0) , ,
